Board_ID, Scramble_Number, Algorithm, Heuristic, Moves, Nodes_Expanded, Computation_Time(us)
82,30,IDA*,Manhattan Distance,14,24,14
82,30,RBFS,Manhattan Distance,14,15,10
83,30,IDA*,MD + Linear Conflict Correction,8,21,14
83,30,RBFS,MD + Linear Conflict Correction,10,11,8
84,30,IDA*,Inversion Distance,8,18,25
84,30,RBFS,Inversion Distance,8,9,26
85,30,IDA*,Manhattan Distance,12,27,16
85,30,RBFS,Manhattan Distance,12,16,10
86,30,IDA*,MD + Linear Conflict Correction,10,53,30
86,30,RBFS,MD + Linear Conflict Correction,10,13,9
87,30,IDA*,Inversion Distance,16,119,177
87,30,RBFS,Inversion Distance,16,43,135
88,30,IDA*,Manhattan Distance,4,7,4
88,30,RBFS,Manhattan Distance,4,5,2
89,30,IDA*,MD + Linear Conflict Correction,14,23,15
89,30,RBFS,MD + Linear Conflict Correction,14,15,11
90,30,IDA*,Inversion Distance,10,23,35
90,30,RBFS,Inversion Distance,10,13,40
91,40,IDA*,Manhattan Distance,16,32,20
91,40,RBFS,Manhattan Distance,16,19,11
92,40,IDA*,MD + Linear Conflict Correction,14,74,38
92,40,RBFS,MD + Linear Conflict Correction,14,16,11
93,40,IDA*,Inversion Distance,16,92,127
93,40,RBFS,Inversion Distance,16,86,252
94,40,IDA*,Manhattan Distance,20,219,143
94,40,RBFS,Manhattan Distance,20,36,22
95,40,IDA*,MD + Linear Conflict Correction,16,41,29
95,40,RBFS,MD + Linear Conflict Correction,16,19,17
96,40,IDA*,Inversion Distance,2,6,19
96,40,RBFS,Inversion Distance,2,3,8
97,40,IDA*,Manhattan Distance,16,152,85
97,40,RBFS,Manhattan Distance,16,447,398
98,40,IDA*,MD + Linear Conflict Correction,12,135,71
98,40,RBFS,MD + Linear Conflict Correction,14,189,107
99,40,IDA*,Inversion Distance,12,30,41
99,40,RBFS,Inversion Distance,12,16,109
100,40,IDA*,Manhattan Distance,12,52,26
100,40,RBFS,Manhattan Distance,12,13,8
101,40,IDA*,MD + Linear Conflict Correction,16,49,507
101,40,RBFS,MD + Linear Conflict Correction,18,19,17
102,40,IDA*,Inversion Distance,18,273,438
102,40,RBFS,Inversion Distance,18,453,2491
103,40,IDA*,Manhattan Distance,8,15,12
103,40,RBFS,Manhattan Distance,8,9,7
104,40,IDA*,MD + Linear Conflict Correction,18,87,56
104,40,RBFS,MD + Linear Conflict Correction,20,75,51
105,40,IDA*,Inversion Distance,18,138,203
105,40,RBFS,Inversion Distance,18,58,198
106,40,IDA*,Manhattan Distance,8,23,13
106,40,RBFS,Manhattan Distance,8,21,12
107,40,IDA*,MD + Linear Conflict Correction,18,1653,998
107,40,RBFS,MD + Linear Conflict Correction,20,43444,24195
108,40,IDA*,Inversion Distance,12,33,48
108,40,RBFS,Inversion Distance,12,13,43
109,40,IDA*,Manhattan Distance,8,13,9
109,40,RBFS,Manhattan Distance,8,9,6
110,40,IDA*,MD + Linear Conflict Correction,20,66,44
110,40,RBFS,MD + Linear Conflict Correction,20,40,32
111,40,IDA*,Inversion Distance,12,19,31
111,40,RBFS,Inversion Distance,12,13,38
112,40,IDA*,Manhattan Distance,20,817,408
112,40,RBFS,Manhattan Distance,20,16075,8642
113,40,IDA*,MD + Linear Conflict Correction,20,88,54
113,40,RBFS,MD + Linear Conflict Correction,20,209,108
114,40,IDA*,Inversion Distance,18,279,398
114,40,RBFS,Inversion Distance,18,379,1231
115,40,IDA*,Manhattan Distance,24,1737,910
115,40,RBFS,Manhattan Distance,24,8755,4271
116,40,IDA*,MD + Linear Conflict Correction,18,109,57
116,40,RBFS,MD + Linear Conflict Correction,18,203,117
117,40,IDA*,Inversion Distance,18,297,402
117,40,RBFS,Inversion Distance,18,319,986
118,40,IDA*,Manhattan Distance,12,39,21
118,40,RBFS,Manhattan Distance,12,50,27
119,40,IDA*,MD + Linear Conflict Correction,12,56,31
119,40,RBFS,MD + Linear Conflict Correction,12,15,10
120,40,IDA*,Inversion Distance,16,184,256
120,40,RBFS,Inversion Distance,16,93,370
121,50,IDA*,Manhattan Distance,22,104,59
121,50,RBFS,Manhattan Distance,22,34,23
122,50,IDA*,MD + Linear Conflict Correction,18,26,19
122,50,RBFS,MD + Linear Conflict Correction,18,19,14
123,50,IDA*,Inversion Distance,20,367,545
123,50,RBFS,Inversion Distance,20,672,2302
124,50,IDA*,Manhattan Distance,14,26,16
124,50,RBFS,Manhattan Distance,14,17,10
125,50,IDA*,MD + Linear Conflict Correction,18,229,126
125,50,RBFS,MD + Linear Conflict Correction,18,297,195
126,50,IDA*,Inversion Distance,24,81,128
126,50,RBFS,Inversion Distance,24,30,99
127,50,IDA*,Manhattan Distance,26,4327,2315
127,50,RBFS,Manhattan Distance,26,715363,349641
128,50,IDA*,MD + Linear Conflict Correction,20,101,55
128,50,RBFS,MD + Linear Conflict Correction,20,98,51
129,50,IDA*,Inversion Distance,20,115,144
129,50,RBFS,Inversion Distance,20,71,258
130,50,IDA*,Manhattan Distance,24,421,245
130,50,RBFS,Manhattan Distance,24,134,67
131,50,IDA*,MD + Linear Conflict Correction,10,21,42
131,50,RBFS,MD + Linear Conflict Correction,10,11,19
132,50,IDA*,Inversion Distance,20,1222,1833
132,50,RBFS,Inversion Distance,20,9814,30472
133,50,IDA*,Manhattan Distance,22,3598,2006
133,50,RBFS,Manhattan Distance,22,11673,6012
134,50,IDA*,MD + Linear Conflict Correction,20,2384,1120
134,50,RBFS,MD + Linear Conflict Correction,20,293986,146860
135,50,IDA*,Inversion Distance,18,491,660
135,50,RBFS,Inversion Distance,18,1365,4378
136,50,IDA*,Manhattan Distance,10,88,44
136,50,RBFS,Manhattan Distance,10,230,127
137,50,IDA*,MD + Linear Conflict Correction,12,64,36
137,50,RBFS,MD + Linear Conflict Correction,12,70,44
138,50,IDA*,Inversion Distance,10,15,24
138,50,RBFS,Inversion Distance,10,11,30
139,50,IDA*,Manhattan Distance,12,24,13
139,50,RBFS,Manhattan Distance,12,13,8
140,50,IDA*,MD + Linear Conflict Correction,18,455,231
140,50,RBFS,MD + Linear Conflict Correction,18,183,107
141,50,IDA*,Inversion Distance,10,23,32
141,50,RBFS,Inversion Distance,10,11,32
142,50,IDA*,Manhattan Distance,22,5631,2392
142,50,RBFS,Manhattan Distance,22,466240,213146
143,50,IDA*,MD + Linear Conflict Correction,12,36,25
143,50,RBFS,MD + Linear Conflict Correction,14,15,12
144,50,IDA*,Inversion Distance,22,7761,10917
144,50,RBFS,Inversion Distance,22,349878,1122895
145,50,IDA*,Manhattan Distance,14,29,20
145,50,RBFS,Manhattan Distance,14,15,10
146,50,IDA*,MD + Linear Conflict Correction,20,96,56
146,50,RBFS,MD + Linear Conflict Correction,20,50,32
147,50,IDA*,Inversion Distance,12,24,35
147,50,RBFS,Inversion Distance,12,13,41
148,50,IDA*,Manhattan Distance,22,1393,666
148,50,RBFS,Manhattan Distance,22,14280,6887
149,50,IDA*,MD + Linear Conflict Correction,8,23,16
149,50,RBFS,MD + Linear Conflict Correction,10,11,8
150,50,IDA*,Inversion Distance,12,22,30
150,50,RBFS,Inversion Distance,12,13,38
